id,title,recordLink,media,creditLine,date,notes,physicalDescription,object_type,topic
ld1-1643398738600-1643398751775-0,Taupe bonnet with cross-stitched brim worn by the enslaved woman Martha Barnes,https://nmaahc.si.edu/object/nmaahc_2017.58.1,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2017_58_1_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2017_58_1_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2017_58_1_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2017_58_1_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2017_58_1_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2017_58_1_006']","Collection of the Smithsonian National Museum of African American History and Culture, Gift in loving memory of my esteemed ancestor, Martha Barnes, and my grandmother, Ella Lucas",1850s,"A taupe-colored bonnet with cross-stitched brim and chin straps believed to have been worn by Martha Miller Barnes while she was enslaved as a field laborer by E.A.J. Miller on his plantation near Waterproof, Louisiana.","cotton, linen, muslin, thread, and mother of pearl",bonnets (hats),Slavery
ld1-1643398738600-1643398751214-0,"Purple, gold, and rhinestone hat pin from Mae's Millinery Shop",https://nmaahc.si.edu/object/nmaahc_2016.48.94.2,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_5001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_4001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_4002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_4003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_4004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_4005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_4006', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_4007', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_5002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_5003']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of Donna Limerick",1940s,Metal hatpin with ornate decoration of purple beads and gold colored metal spacers glued to the top of the pin. The tip has a large oval purple rhinestone surrounded by a double layer of clear rhinestones.,"metal, rhinestones, and plastic",Hatpins,Women
ld1-1643399134763-1643399189403-0,"Fire Helmet, ""Ponce B.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05448', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05447', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05449', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05446']",Gift of CIGNA Museum and Art Collection,1880s,"While many helmets in the CIGNA collection echo the Gratacap design with its projecting rearward brim, there are a few variations. This four-combed black and red leather hat may have English origins, as it is reminiscent of the Bobby style police helmet. The helmet has a shield that reads “PONCE/B”.",leather (overall material),Fire hats,
ld1-1643399134763-1643399189362-0,"Fire Helmet, ""Southwark Hose 9""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05283', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05282', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05284', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05281']",Gift of CIGNA Museum and Art Collection,1820s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),work hat,Fire Helmets
ld1-1643399134763-1643399189386-0,"Fire Helmet, ""1819""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05380', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05379', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05381', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05382', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05378']",Gift of CIGNA Musuem and Art Collection,1860s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189331-0,"Fire Helmet, ""Independence Hose Steam F.E. Co. 20""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05163', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05162', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05164', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05161']",Gift of CIGNA Museum and Art collection,1840s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189365-0,"Fire Helmet, ""Union / 1 / 1780""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05295', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05294', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05296', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05297', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05293']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",metal (part: shield material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189364-0,"Fire Helmet, ""Trenton Hose Co. 1 EW""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05291', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05290', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05292', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05289']",Gift of CIGNA Museum and Art Collection,1840s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, front shield, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and front shield were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189360-0,"Fire Helmet, ""South Penn 31 Hose""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05277', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05275', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05276', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05278', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05279', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05280', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05274']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),work hat,Fire Helmets
ld1-1643398738600-1643398750958-0,Hat worn by Dr. Isaac Greggs with The Human Jukebox marching band,https://nmaahc.si.edu/object/nmaahc_2016.21.1.1,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-249BF15228972_5001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-249BF15228972_4001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-249BF15228972_4002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-249BF15228972_4003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-249BF15228972_4004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-249BF15228972_4005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-249BF15228972_4006', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-249BF15228972_4007', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-249BF15228972_5002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-249BF15228972_5003']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of Mrs. Rose Greggs in loving memory of her husband Dr. Isaac Ben Greggs",2000s,"A hat worn by Dr. Isaac Ben Greggs, the Director of the Southern University - Baton Rouge marching band nicknamed ""The Human Jukebox."" The military-style peaked cap has a navy crown with an gold embroidered “S” at center front. The sideband and bill are black felt embellished with embroidered gold leaves. Gold cording, knotted twice in front, is attached to the front sideband by looping around two (2) gold buttons, one attached to each side of the cap at the temple. The buttons have a lyre design. There are two (2) small black grommets on either side of the hat, above the felt sideband.","polyester, plastic, cord, paper, ink, vinyl, metal thread, and felt",Caps (headgear),American South
ld1-1643399134763-1643399189290-0,"Fire Helmet, ""America Hose”",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05003', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05002', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05004', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05001']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189332-0,"Fire Helmet, ""John N. Bird R.F.D.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05167', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05166', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05168', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05165']",Gift of CIGNA Museum and Art collection,1850s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189398-0,Fire Helmet,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05429', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05428', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05430', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05431', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05427']",Gift of CIGNA Museum and Art Collection,1870s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189334-0,"Fire Helmet, ""Ladder No. 5 / L.F.D.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05176', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05175', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05177', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05174']",Gift of CIGNA Museum and Art collection,1840s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189316-0,"Fire Helmet, ""Friendship""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05104', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05103', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05105', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05102']",Gift of CIGNA Museum and Art collection,1820s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189357-0,"Fire Helmet, ""Saco""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05263', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05262', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05264', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05265', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05261']",Gift of CIGNA Museum and Art Collection,1830s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, front shield, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and front shield were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns aided in breaking windows.",leather (overall material),Fire hats,
ld1-1643399134763-1643399189313-0,"Fire Helmet, ""Eagle Lynn V.F.A.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05096', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05095', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05097', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05094']",Gift of CIGNA Museum and Art collection,1840s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189373-0,"Fire Helmet, ""William Penn / 3 / Hose""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05331', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05330', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05332', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05329']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643398738600-1643398745981-1,Coat and bonnet belonging to Delores Eugenia Hardiman,https://nmaahc.si.edu/object/nmaahc_2012.155.14ab,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-5A9963E0257C2_5001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-80A92459CAD52_5001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-80A92459CAD52_5002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-5A9963E0257C2_5002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-80A92459CAD52_5003']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Lyles Station Historic Preservation Corporation",1940s,An infant sized coat and bonnet belonging to Delores Eugenia Hardiman. The coat (2012.155.14a) is white with a lace collar. It attaches at the neck with a small metal clasp. The bonnet (2012.155.14b) is made of thin white cotton and has a white ribbon tied into a bow and lace trim around the edges that frame the face.,cotton,bonnets (hats),Communities
ld1-1643399134763-1643399189315-0,"Fire Helmet, ""Engine 5 L.F.D.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05100', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05099', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05101', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05098']",Gift of CIGNA Museum and Art collection,1840s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189352-0,"Fire Helmet, ""Niagara 3 Pelham""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05243', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05241', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05242', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05244', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05240']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, front shield, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and front shield were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns aided in breaking windows.",leather (overall material),Fire hats,
ld1-1643399134763-1643399189400-0,"Fire Helmet, ""Citizen 3""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05435', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05433', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05434', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05436', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05437', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05432']",Gift of CIGNA Museum and Art Collection,1830s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189309-0,"Fire Helmet, ""Continental V.V.B. 1""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05082', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05080', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05081', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05079']",Gift of CIGNA Museum and Art collection,1840s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189344-0,"Fire Helmet, ""Newton 1""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05211', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05210', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05212', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05209']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189368-0,"Fire Helmet, ""Washington 1""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05306', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05305', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05307', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05308', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05309', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05310', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05311', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05304']",Gift of CIGNA Museum and Art Collection,1850s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399887910-1643399892966-1,"Figures in Lee of Building with Ocean Beyond, Cullercoats, England",https://collection.cooperhewitt.org/view/objects/asitem/id/19009,"['https://ids.si.edu/ids/deliveryService?id=CHSDM-19009_02-000001', 'https://ids.si.edu/ids/deliveryService?id=CHSDM-19009_03-000001', 'https://ids.si.edu/ids/deliveryService?id=CHSDM-3BF170F3300D2-000001']","Gift of Charles Savage Homer, Jr.",1880s,Research in Progress,"Charcoal, graphite on off-white wove paper",Seascapes,
